term_id,month,sqm,rent,effective_days,days_in_month
A-25820-0,2011-04,453.0,14468.82,30.0,30.0
A-25820-0,2011-05,453.0,14468.82,31.0,31.0
A-25820-0,2011-06,453.0,14468.82,30.0,30.0
A-25820-0,2011-07,453.0,14468.82,31.0,31.0
A-25820-0,2011-08,453.0,14468.82,31.0,31.0
A-25820-0,2011-09,453.0,14468.82,30.0,30.0
A-25820-0,2011-10,453.0,14468.82,31.0,31.0
A-25820-0,2011-11,453.0,14468.82,30.0,30.0
A-25820-0,2011-12,453.0,14468.82,31.0,31.0
A-25820-0,2012-01,453.0,14468.82,31.0,31.0
A-25820-0,2012-02,453.0,14468.82,29.0,29.0
A-25820-0,2012-03,453.0,14468.82,31.0,31.0
A-25820-0,2012-04,453.0,14468.82,30.0,30.0
A-25820-0,2012-05,453.0,14468.82,31.0,31.0
A-25820-0,2012-06,453.0,14468.82,30.0,30.0
A-25820-0,2012-07,453.0,14468.82,31.0,31.0
A-25820-0,2012-08,453.0,14468.82,31.0,31.0
A-25820-0,2012-09,453.0,14468.82,30.0,30.0
A-25820-0,2012-10,453.0,14468.82,31.0,31.0
A-25820-0,2012-11,453.0,14468.82,30.0,30.0
A-25820-0,2012-12,453.0,14468.82,31.0,31.0
A-25820-0,2013-01,453.0,14468.82,31.0,31.0
A-25820-0,2013-02,453.0,14468.82,28.0,28.0
A-25820-0,2013-03,453.0,14468.82,31.0,31.0
A-25820-0,2013-04,453.0,14468.82,30.0,30.0
A-25820-0,2013-05,453.0,14468.82,31.0,31.0
A-25820-0,2013-06,453.0,14468.82,30.0,30.0
A-25820-0,2013-07,453.0,14468.82,31.0,31.0
A-25820-0,2013-08,453.0,14468.82,31.0,31.0
A-25820-0,2013-09,453.0,14468.82,30.0,30.0
A-25820-0,2013-10,453.0,14468.82,31.0,31.0
A-25820-0,2013-11,453.0,14468.82,30.0,30.0
A-25820-0,2013-12,453.0,14468.82,31.0,31.0
A-25820-0,2014-01,453.0,14468.82,31.0,31.0
A-25820-0,2014-02,453.0,14468.82,28.0,28.0
A-25820-0,2014-03,453.0,14468.82,31.0,31.0
A-25820-0,2014-04,453.0,14468.82,30.0,30.0
A-25820-0,2014-05,453.0,14468.82,31.0,31.0
A-25820-0,2014-06,453.0,14468.82,30.0,30.0
A-25820-0,2014-07,453.0,14468.82,31.0,31.0
A-25820-0,2014-08,453.0,14468.82,31.0,31.0
A-25820-0,2014-09,453.0,14468.82,30.0,30.0
A-25820-0,2014-10,453.0,14468.82,31.0,31.0
A-25820-0,2014-11,453.0,14468.82,30.0,30.0
A-25820-0,2014-12,453.0,14468.82,31.0,31.0
A-25820-0,2015-01,453.0,14468.82,31.0,31.0
A-25820-0,2015-02,453.0,14468.82,28.0,28.0
A-25820-0,2015-03,453.0,14468.82,31.0,31.0
A-25820-0,2015-04,453.0,14468.82,30.0,30.0
A-25820-0,2015-05,453.0,14468.82,31.0,31.0
A-25820-0,2015-06,453.0,14468.82,30.0,30.0
A-25820-0,2015-07,453.0,14468.82,31.0,31.0
A-25820-0,2015-08,453.0,14468.82,31.0,31.0
A-25820-0,2015-09,453.0,14468.82,30.0,30.0
A-25820-0,2015-10,453.0,14468.82,31.0,31.0
A-25820-0,2015-11,453.0,14468.82,30.0,30.0
A-25820-0,2015-12,453.0,14468.82,31.0,31.0
A-25820-0,2016-01,453.0,6534.3058064516135,14.0,31.0
A-25820-1,2016-01,453.0,8322.048387096775,17.0,31.0
A-25820-1,2016-02,453.0,15175.499999999998,29.0,29.0
A-25820-1,2016-03,453.0,15175.5,31.0,31.0
A-25820-1,2016-04,453.0,15175.5,30.0,30.0
A-25820-1,2016-05,453.0,15175.5,31.0,31.0
A-25820-1,2016-06,453.0,15175.5,30.0,30.0
A-25820-1,2016-07,453.0,15175.5,31.0,31.0
A-25820-1,2016-08,453.0,15175.5,31.0,31.0
A-25820-1,2016-09,453.0,15175.5,30.0,30.0
A-25820-1,2016-10,453.0,15175.5,31.0,31.0
A-25820-1,2016-11,453.0,15175.5,30.0,30.0
A-25820-1,2016-12,453.0,15175.5,31.0,31.0
A-25820-1,2017-01,453.0,15175.5,31.0,31.0
A-25820-1,2017-02,453.0,15175.5,28.0,28.0
A-25820-1,2017-03,453.0,15175.5,31.0,31.0
A-25820-1,2017-04,453.0,15175.5,30.0,30.0
A-25820-1,2017-05,453.0,6853.451612903226,14.0,31.0
A-25820-2,2017-05,453.0,8379.184838709678,17.0,31.0
A-25820-2,2017-06,453.0,15279.689999999999,30.0,30.0
A-25820-2,2017-07,453.0,15279.689999999999,31.0,31.0
A-25820-2,2017-08,453.0,15279.689999999999,31.0,31.0
A-25820-2,2017-09,453.0,15279.689999999999,30.0,30.0
A-25820-2,2017-10,453.0,15279.689999999999,31.0,31.0
A-25820-2,2017-11,453.0,15279.689999999999,30.0,30.0
A-25820-2,2017-12,453.0,15279.689999999999,31.0,31.0
A-25820-2,2018-01,453.0,15279.689999999999,31.0,31.0
A-25820-2,2018-02,453.0,15279.689999999999,28.0,28.0
A-25820-2,2018-03,453.0,15279.689999999999,31.0,31.0
A-25820-2,2018-04,453.0,15279.689999999999,30.0,30.0
A-25820-2,2018-05,453.0,6900.505161290323,14.0,31.0
A-25820-3,2018-05,453.0,8644.993548387096,17.0,31.0
A-25820-3,2018-06,453.0,15764.399999999998,30.0,30.0
A-25820-3,2018-07,453.0,15764.399999999998,31.0,31.0
A-25820-3,2018-08,453.0,15764.399999999998,31.0,31.0
A-25820-3,2018-09,453.0,15764.399999999998,30.0,30.0
A-25820-3,2018-10,453.0,15764.399999999998,31.0,31.0
A-25820-3,2018-11,453.0,15764.399999999998,30.0,30.0
A-25820-3,2018-12,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-01,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-02,453.0,15764.399999999998,28.0,28.0
A-25820-3,2019-03,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-04,453.0,15764.399999999998,30.0,30.0
A-25820-3,2019-05,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-06,453.0,15764.399999999998,30.0,30.0
A-25820-3,2019-07,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-08,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-09,453.0,15764.399999999998,30.0,30.0
A-25820-3,2019-10,453.0,15764.399999999998,31.0,31.0
A-25820-3,2019-11,453.0,15764.399999999998,30.0,30.0
A-25820-3,2019-12,453.0,15764.399999999998,31.0,31.0
A-25820-3,2020-01,453.0,7119.406451612902,14.0,31.0
A-2643-0,2027-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2027-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2027-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2027-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-02,473.0,12009.470000000001,29.0,29.0
A-2643-0,2028-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2028-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2028-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2028-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2028-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2028-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-02,473.0,12009.470000000001,28.0,28.0
A-2643-0,2029-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2029-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2029-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2029-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2029-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2029-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-02,473.0,12009.470000000001,28.0,28.0
A-2643-0,2030-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2030-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2030-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2030-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2030-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2030-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-02,473.0,12009.470000000001,28.0,28.0
A-2643-0,2031-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2031-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2031-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2031-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2031-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2031-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-02,473.0,12009.470000000001,29.0,29.0
A-2643-0,2032-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2032-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2032-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2032-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2032-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2032-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-02,473.0,12009.470000000001,28.0,28.0
A-2643-0,2033-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2033-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2033-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2033-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2033-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2033-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-02,473.0,12009.470000000001,28.0,28.0
A-2643-0,2034-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-04,473.0,12009.470000000001,30.0,30.0
A-2643-0,2034-05,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-06,473.0,12009.470000000001,30.0,30.0
A-2643-0,2034-07,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-08,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-09,473.0,12009.470000000001,30.0,30.0
A-2643-0,2034-10,473.0,12009.470000000001,31.0,31.0
A-2643-0,2034-11,473.0,12009.470000000001,30.0,30.0
A-2643-0,2034-12,473.0,12009.470000000001,31.0,31.0
A-2643-0,2035-01,473.0,12009.470000000001,31.0,31.0
A-2643-0,2035-02,473.0,12009.470000000001,28.0,28.0
A-2643-0,2035-03,473.0,12009.470000000001,31.0,31.0
A-2643-0,2035-04,473.0,12009.470000000001,30.0,30.0
A-2643-1,2035-05,473.0,11957.44,31.0,31.0
A-2643-1,2035-06,473.0,11957.44,30.0,30.0
A-2643-1,2035-07,473.0,11957.44,31.0,31.0
A-2643-1,2035-08,473.0,11957.44,31.0,31.0
A-2643-1,2035-09,473.0,11957.44,30.0,30.0
A-2643-1,2035-10,473.0,11957.44,31.0,31.0
A-2643-1,2035-11,473.0,11957.44,30.0,30.0
A-2643-1,2035-12,473.0,11957.44,31.0,31.0
A-2643-1,2036-01,473.0,11957.44,31.0,31.0
A-2643-1,2036-02,473.0,11957.44,29.0,29.0
A-2643-1,2036-03,473.0,11957.44,31.0,31.0
A-2643-1,2036-04,473.0,11957.44,30.0,30.0
A-2643-2,2036-05,473.0,12104.07,31.0,31.0
A-2643-2,2036-06,473.0,12104.07,30.0,30.0
A-2643-2,2036-07,473.0,12104.07,31.0,31.0
A-2643-2,2036-08,473.0,12104.07,31.0,31.0
A-2643-2,2036-09,473.0,12104.07,30.0,30.0
A-2643-2,2036-10,473.0,12104.07,31.0,31.0
A-2643-2,2036-11,473.0,12104.07,30.0,30.0
A-2643-2,2036-12,473.0,12104.07,31.0,31.0
A-2643-2,2037-01,473.0,12104.07,31.0,31.0
A-2643-2,2037-02,473.0,12104.07,28.0,28.0
A-2643-2,2037-03,473.0,12104.07,31.0,31.0
A-2643-2,2037-04,473.0,12104.07,30.0,30.0
A-2643-2,2037-05,473.0,12104.07,31.0,31.0
A-2643-2,2037-06,473.0,12104.07,30.0,30.0
A-2643-2,2037-07,473.0,12104.07,31.0,31.0
A-2643-2,2037-08,473.0,12104.07,31.0,31.0
A-26588-0,2022-05,1002.0,28587.06,31.0,31.0
A-26588-0,2022-06,1002.0,28587.06,30.0,30.0
A-26588-0,2022-07,1002.0,28587.06,31.0,31.0
A-26588-0,2022-08,1002.0,28587.06,31.0,31.0
A-26588-0,2022-09,1002.0,28587.06,30.0,30.0
A-26588-0,2022-10,1002.0,28587.06,31.0,31.0
A-26588-0,2022-11,1002.0,28587.06,30.0,30.0
A-26588-0,2022-12,1002.0,28587.06,31.0,31.0
A-26588-0,2023-01,1002.0,28587.06,31.0,31.0
A-26588-0,2023-02,1002.0,28587.06,28.0,28.0
A-26588-0,2023-03,1002.0,28587.06,31.0,31.0
A-26588-0,2023-04,1002.0,28587.06,30.0,30.0
A-26588-0,2023-05,1002.0,28587.06,31.0,31.0
A-26588-0,2023-06,1002.0,28587.06,30.0,30.0
A-26588-0,2023-07,1002.0,28587.06,31.0,31.0
A-26588-0,2023-08,1002.0,28587.06,31.0,31.0
A-26588-0,2023-09,1002.0,28587.06,30.0,30.0
A-26588-0,2023-10,1002.0,28587.06,31.0,31.0
A-26588-0,2023-11,1002.0,28587.06,30.0,30.0
A-26588-0,2023-12,1002.0,28587.06,31.0,31.0
A-26588-0,2024-01,1002.0,28587.06,31.0,31.0
A-26588-0,2024-02,1002.0,28587.06,29.0,29.0
A-26588-0,2024-03,1002.0,28587.06,31.0,31.0
A-26588-0,2024-04,1002.0,28587.06,30.0,30.0
A-26588-0,2024-05,1002.0,28587.06,31.0,31.0
A-26588-0,2024-06,1002.0,28587.06,30.0,30.0
A-26588-0,2024-07,1002.0,28587.06,31.0,31.0
A-26588-0,2024-08,1002.0,28587.06,31.0,31.0
A-26588-0,2024-09,1002.0,28587.06,30.0,30.0
A-26588-0,2024-10,1002.0,28587.06,31.0,31.0
A-26588-0,2024-11,1002.0,28587.06,30.0,30.0
A-26588-0,2024-12,1002.0,28587.06,31.0,31.0
A-26588-0,2025-01,1002.0,28587.06,31.0,31.0
A-26588-0,2025-02,1002.0,28587.06,28.0,28.0
A-26588-0,2025-03,1002.0,28587.06,31.0,31.0
A-26588-0,2025-04,1002.0,28587.06,30.0,30.0
A-26588-0,2025-05,1002.0,28587.06,31.0,31.0
A-26588-0,2025-06,1002.0,28587.06,30.0,30.0
A-26588-0,2025-07,1002.0,28587.06,31.0,31.0
A-26588-0,2025-08,1002.0,28587.06,31.0,31.0
A-26588-0,2025-09,1002.0,28587.06,30.0,30.0
A-26588-0,2025-10,1002.0,28587.06,31.0,31.0
A-26588-0,2025-11,1002.0,28587.06,30.0,30.0
A-26588-0,2025-12,1002.0,28587.06,31.0,31.0
A-26588-0,2026-01,1002.0,28587.06,31.0,31.0
A-26588-0,2026-02,1002.0,28587.06,28.0,28.0
A-26588-0,2026-03,1002.0,28587.06,31.0,31.0
A-26588-0,2026-04,1002.0,28587.06,30.0,30.0
A-26588-0,2026-05,1002.0,28587.06,31.0,31.0
A-26588-0,2026-06,1002.0,28587.06,30.0,30.0
A-26588-0,2026-07,1002.0,28587.06,31.0,31.0
A-26588-0,2026-08,1002.0,28587.06,31.0,31.0
A-26588-0,2026-09,1002.0,28587.06,30.0,30.0
A-26588-0,2026-10,1002.0,28587.06,31.0,31.0
A-26588-0,2026-11,1002.0,28587.06,30.0,30.0
A-26588-0,2026-12,1002.0,28587.06,31.0,31.0
A-26588-0,2027-01,1002.0,28587.06,31.0,31.0
A-26588-0,2027-02,1002.0,28587.06,28.0,28.0
A-26588-0,2027-03,1002.0,28587.06,31.0,31.0
A-26588-0,2027-04,1002.0,28587.06,30.0,30.0
A-26588-0,2027-05,1002.0,28587.06,31.0,31.0
A-26588-0,2027-06,1002.0,28587.06,30.0,30.0
A-26588-0,2027-07,1002.0,28587.06,31.0,31.0
A-26588-0,2027-08,1002.0,28587.06,31.0,31.0
A-26588-0,2027-09,1002.0,28587.06,30.0,30.0
A-26588-0,2027-10,1002.0,28587.06,31.0,31.0
A-26588-0,2027-11,1002.0,28587.06,30.0,30.0
A-26588-0,2027-12,1002.0,28587.06,31.0,31.0
A-26588-0,2028-01,1002.0,28587.06,31.0,31.0
A-26588-0,2028-02,1002.0,28587.06,29.0,29.0
A-26588-0,2028-03,1002.0,28587.06,31.0,31.0
A-26588-0,2028-04,1002.0,28587.06,30.0,30.0
A-26588-0,2028-05,1002.0,28587.06,31.0,31.0
A-26588-0,2028-06,1002.0,28587.06,30.0,30.0
A-26588-0,2028-07,1002.0,28587.06,31.0,31.0
A-26588-0,2028-08,1002.0,28587.06,31.0,31.0
A-26588-0,2028-09,1002.0,28587.06,30.0,30.0
A-26588-0,2028-10,1002.0,28587.06,31.0,31.0
A-26588-0,2028-11,1002.0,28587.06,30.0,30.0
A-26588-0,2028-12,1002.0,28587.06,31.0,31.0
A-26588-1,2029-01,1002.0,28587.06,31.0,31.0
A-26588-1,2029-02,1002.0,28587.06,28.0,28.0
A-26588-1,2029-03,1002.0,28587.06,31.0,31.0
A-26588-1,2029-04,1002.0,28587.06,30.0,30.0
A-26588-1,2029-05,1002.0,28587.06,31.0,31.0
A-26588-1,2029-06,1002.0,28587.06,30.0,30.0
A-26588-1,2029-07,1002.0,28587.06,31.0,31.0
A-26588-1,2029-08,1002.0,28587.06,31.0,31.0
A-26588-1,2029-09,1002.0,28587.06,30.0,30.0
A-26588-1,2029-10,1002.0,28587.06,31.0,31.0
A-26588-1,2029-11,1002.0,28587.06,30.0,30.0
A-26588-1,2029-12,1002.0,28587.06,31.0,31.0
A-26588-1,2030-01,1002.0,28587.06,31.0,31.0
A-26588-1,2030-02,1002.0,28587.06,28.0,28.0
A-26588-1,2030-03,1002.0,28587.06,31.0,31.0
A-26588-1,2030-04,1002.0,28587.06,30.0,30.0
A-26588-1,2030-05,1002.0,28587.06,31.0,31.0
A-26588-1,2030-06,1002.0,28587.06,30.0,30.0
A-26588-1,2030-07,1002.0,28587.06,31.0,31.0
A-26588-1,2030-08,1002.0,28587.06,31.0,31.0
A-27720-0,2010-11,552.0,7395.3279999999995,16.0,30.0
A-27720-0,2010-12,552.0,13866.24,31.0,31.0
A-27720-0,2011-01,552.0,13866.24,31.0,31.0
A-27720-0,2011-02,552.0,13866.24,28.0,28.0
A-27720-0,2011-03,552.0,13866.24,31.0,31.0
A-27720-0,2011-04,552.0,13866.24,30.0,30.0
A-27720-0,2011-05,552.0,13866.24,31.0,31.0
A-27720-0,2011-06,552.0,13866.24,30.0,30.0
A-27720-0,2011-07,552.0,13866.24,31.0,31.0
A-27720-0,2011-08,552.0,13866.24,31.0,31.0
A-27720-0,2011-09,552.0,13866.24,30.0,30.0
A-27720-0,2011-10,552.0,13866.24,31.0,31.0
A-27720-0,2011-11,552.0,13866.24,30.0,30.0
A-27720-0,2011-12,552.0,13866.24,31.0,31.0
A-27720-0,2012-01,552.0,13866.24,31.0,31.0
A-27720-0,2012-02,552.0,13866.24,29.0,29.0
A-27720-0,2012-03,552.0,13866.24,31.0,31.0
A-27720-0,2012-04,552.0,13866.24,30.0,30.0
A-27720-0,2012-05,552.0,13866.24,31.0,31.0
A-27720-0,2012-06,552.0,13866.24,30.0,30.0
A-27720-0,2012-07,552.0,13866.24,31.0,31.0
A-27720-0,2012-08,552.0,13866.24,31.0,31.0
A-27720-0,2012-09,552.0,13866.24,30.0,30.0
A-27720-0,2012-10,552.0,13866.24,31.0,31.0
A-27720-0,2012-11,552.0,13866.24,30.0,30.0
A-27720-0,2012-12,552.0,13866.24,31.0,31.0
A-27720-0,2013-01,552.0,13866.24,31.0,31.0
A-27720-0,2013-02,552.0,13866.24,28.0,28.0
A-27720-0,2013-03,552.0,13866.24,31.0,31.0
A-27720-0,2013-04,552.0,13866.24,30.0,30.0
A-27720-0,2013-05,552.0,13866.24,31.0,31.0
A-27720-0,2013-06,552.0,13866.24,30.0,30.0
A-27720-0,2013-07,552.0,13866.24,31.0,31.0
A-27720-0,2013-08,552.0,13866.24,31.0,31.0
A-27720-0,2013-09,552.0,13866.24,30.0,30.0
A-27720-0,2013-10,552.0,13866.24,31.0,31.0
A-27720-0,2013-11,552.0,13866.24,30.0,30.0
A-27720-0,2013-12,552.0,13866.24,31.0,31.0
A-27720-0,2014-01,552.0,13866.24,31.0,31.0
A-27720-0,2014-02,552.0,13866.24,28.0,28.0
A-27720-0,2014-03,552.0,13866.24,31.0,31.0
A-27720-0,2014-04,552.0,13866.24,30.0,30.0
A-27720-0,2014-05,552.0,13866.24,31.0,31.0
A-27720-0,2014-06,552.0,13866.24,30.0,30.0
A-27720-0,2014-07,552.0,13866.24,31.0,31.0
A-27720-0,2014-08,552.0,13866.24,31.0,31.0
A-27720-0,2014-09,552.0,13866.24,30.0,30.0
A-27720-0,2014-10,552.0,13866.24,31.0,31.0
A-27720-0,2014-11,552.0,13866.24,30.0,30.0
A-27720-0,2014-12,552.0,13866.24,31.0,31.0
A-27720-0,2015-01,552.0,13866.24,31.0,31.0
A-27720-0,2015-02,552.0,13866.24,28.0,28.0
A-27720-0,2015-03,552.0,13866.24,31.0,31.0
A-27720-0,2015-04,552.0,13866.24,30.0,30.0
A-27720-0,2015-05,552.0,13866.24,31.0,31.0
A-27720-0,2015-06,552.0,13866.24,30.0,30.0
A-27720-0,2015-07,552.0,13866.24,31.0,31.0
A-27720-0,2015-08,552.0,13866.24,31.0,31.0
A-27720-0,2015-09,552.0,13866.24,30.0,30.0
A-27720-0,2015-10,552.0,13866.24,31.0,31.0
A-27720-0,2015-11,552.0,13866.24,30.0,30.0
A-27720-0,2015-12,552.0,13866.24,31.0,31.0
A-27720-0,2016-01,552.0,13866.24,31.0,31.0
A-27720-0,2016-02,552.0,13866.24,29.0,29.0
A-27720-0,2016-03,552.0,13866.24,31.0,31.0
A-27720-0,2016-04,552.0,13866.24,30.0,30.0
A-27720-0,2016-05,552.0,13866.24,31.0,31.0
A-27720-0,2016-06,552.0,13866.24,30.0,30.0
A-27720-0,2016-07,552.0,13866.24,31.0,31.0
A-27720-0,2016-08,552.0,13866.24,31.0,31.0
A-27720-0,2016-09,552.0,13866.24,30.0,30.0
A-27720-0,2016-10,552.0,13866.24,31.0,31.0
A-27720-0,2016-11,552.0,13866.24,30.0,30.0
A-27720-0,2016-12,552.0,13866.24,31.0,31.0
A-27720-0,2017-01,552.0,13866.24,31.0,31.0
A-27720-0,2017-02,552.0,13866.24,28.0,28.0
A-27720-0,2017-03,552.0,13866.24,31.0,31.0
A-27720-0,2017-04,552.0,13866.24,30.0,30.0
A-27720-0,2017-05,552.0,13866.24,31.0,31.0
A-27720-0,2017-06,552.0,13866.24,30.0,30.0
A-27720-0,2017-07,552.0,13866.24,31.0,31.0
A-27720-0,2017-08,552.0,13866.24,31.0,31.0
A-27720-0,2017-09,552.0,13866.24,30.0,30.0
A-27720-0,2017-10,552.0,13866.24,31.0,31.0
A-27720-0,2017-11,552.0,13866.24,30.0,30.0
A-27720-0,2017-12,552.0,13866.24,31.0,31.0
A-27720-0,2018-01,552.0,13866.24,31.0,31.0
A-27720-0,2018-02,552.0,13866.24,28.0,28.0
A-27720-0,2018-03,552.0,13866.24,31.0,31.0
A-27720-0,2018-04,552.0,13866.24,30.0,30.0
A-27720-0,2018-05,552.0,13866.24,31.0,31.0
A-27720-0,2018-06,552.0,13866.24,30.0,30.0
A-27720-0,2018-07,552.0,6262.172903225806,14.0,31.0
A-2800-0,2024-09,1159.0,18055.674666666666,16.0,30.0
A-2800-0,2024-10,1159.0,33854.39,31.0,31.0
A-2800-0,2024-11,1159.0,33854.39,30.0,30.0
A-2800-0,2024-12,1159.0,33854.39,31.0,31.0
A-2800-0,2025-01,1159.0,33854.39,31.0,31.0
A-2800-0,2025-02,1159.0,33854.39,28.0,28.0
A-2800-0,2025-03,1159.0,33854.39,31.0,31.0
A-2800-0,2025-04,1159.0,33854.39,30.0,30.0
A-2800-0,2025-05,1159.0,33854.39,31.0,31.0
A-2800-0,2025-06,1159.0,33854.39,30.0,30.0
A-2800-0,2025-07,1159.0,33854.39,31.0,31.0
A-2800-0,2025-08,1159.0,33854.39,31.0,31.0
A-2800-0,2025-09,1159.0,33854.39,30.0,30.0
A-2800-0,2025-10,1159.0,33854.39,31.0,31.0
A-2800-0,2025-11,1159.0,33854.39,30.0,30.0
A-2800-0,2025-12,1159.0,33854.39,31.0,31.0
A-2800-0,2026-01,1159.0,33854.39,31.0,31.0
A-2800-0,2026-02,1159.0,33854.39,28.0,28.0
A-2800-0,2026-03,1159.0,33854.39,31.0,31.0
A-2800-0,2026-04,1159.0,33854.39,30.0,30.0
A-2800-0,2026-05,1159.0,33854.39,31.0,31.0
A-2800-0,2026-06,1159.0,33854.39,30.0,30.0
A-2800-0,2026-07,1159.0,33854.39,31.0,31.0
A-2800-0,2026-08,1159.0,33854.39,31.0,31.0
A-2800-0,2026-09,1159.0,33854.39,30.0,30.0
A-2800-0,2026-10,1159.0,33854.39,31.0,31.0
A-2800-0,2026-11,1159.0,33854.39,30.0,30.0
A-2800-0,2026-12,1159.0,33854.39,31.0,31.0
A-2800-0,2027-01,1159.0,33854.39,31.0,31.0
A-2800-0,2027-02,1159.0,33854.39,28.0,28.0
A-2800-0,2027-03,1159.0,33854.39,31.0,31.0
A-2800-0,2027-04,1159.0,33854.39,30.0,30.0
A-2800-0,2027-05,1159.0,33854.39,31.0,31.0
A-2800-0,2027-06,1159.0,33854.39,30.0,30.0
A-2800-0,2027-07,1159.0,33854.39,31.0,31.0
A-2800-0,2027-08,1159.0,33854.39,31.0,31.0
A-2800-0,2027-09,1159.0,33854.39,30.0,30.0
A-2800-0,2027-10,1159.0,33854.39,31.0,31.0
A-2800-0,2027-11,1159.0,33854.39,30.0,30.0
A-2800-0,2027-12,1159.0,33854.39,31.0,31.0
A-2800-0,2028-01,1159.0,33854.39,31.0,31.0
